Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2011-08-26,ABBOTINDIA,EQ,1452.5,1448.05,1464.9,1448.05,1452.9,1450.1,1450.28,671.0,97314120000.0,73.0,523.0,0.7794
2011-08-29,ABBOTINDIA,EQ,1450.1,1412.1,1479.9,1412.1,1465.05,1467.4,1464.99,17251.0,2527256975000.0,882.0,12235.0,0.7092
2011-08-30,ABBOTINDIA,EQ,1467.4,1483.0,1484.0,1449.0,1484.0,1480.2,1470.35,1759.0,258634605000.0,265.0,1292.0,0.7345
2011-09-02,ABBOTINDIA,EQ,1480.2,1479.5,1490.0,1450.0,1490.0,1482.2,1476.53,2055.0,303427440000.0,361.0,955.0,0.4647
2011-09-05,ABBOTINDIA,EQ,1482.2,1430.0,1503.0,1430.0,1452.0,1463.2,1475.13,1780.0,262573055000.0,250.0,873.0,0.4904
2011-09-06,ABBOTINDIA,EQ,1463.2,1454.1,1488.0,1454.1,1465.0,1467.75,1469.85,284.0,41743665000.0,70.0,149.0,0.5246000000000001
2011-09-07,ABBOTINDIA,EQ,1467.75,1504.3,1625.0,1470.05,1579.0,1570.85,1575.22,20588.0,3243065230000.0,2948.0,8166.0,0.3966
2011-09-08,ABBOTINDIA,EQ,1570.85,1578.0,1578.0,1531.0,1536.05,1537.9,1550.32,1190.0,184487615000.0,167.0,696.0,0.5849000000000001
2011-09-09,ABBOTINDIA,EQ,1537.9,1569.9,1569.9,1523.05,1555.0,1551.4,1547.78,540.0,83579975000.0,96.0,282.0,0.5222
2011-09-12,ABBOTINDIA,EQ,1551.4,1557.0,1557.0,1458.3,1495.0,1497.25,1507.22,2450.0,369269105000.0,335.0,1474.0,0.6016
2011-09-13,ABBOTINDIA,EQ,1497.25,1490.0,1526.0,1490.0,1503.0,1515.05,1512.1,1020.0,154234260000.0,139.0,663.0,0.65
2011-09-14,ABBOTINDIA,EQ,1515.05,1514.5,1550.0,1500.0,1500.0,1511.35,1520.47,1120.0,170292995000.0,97.0,896.0,0.8
2011-09-15,ABBOTINDIA,EQ,1511.35,1554.95,1554.95,1500.2,1511.0,1513.5,1514.67,1580.0,239317630000.0,152.0,1264.0,0.8
2011-09-16,ABBOTINDIA,EQ,1513.5,1515.0,1515.0,1490.0,1505.0,1504.55,1507.0,1523.0,229516525000.0,206.0,1086.0,0.7131000000000001
2011-09-19,ABBOTINDIA,EQ,1504.55,1514.9,1524.0,1492.15,1499.0,1500.45,1513.07,986.0,149189070000.0,88.0,724.0,0.7343000000000001
2011-09-20,ABBOTINDIA,EQ,1500.45,1490.05,1518.5,1481.0,1502.0,1514.7,1510.06,2571.0,388235480000.0,217.0,1843.0,0.7168000000000001
2011-09-21,ABBOTINDIA,EQ,1514.7,1568.8,1568.8,1498.9,1519.0,1512.3,1508.58,679.0,102432305000.0,103.0,381.0,0.5611
2011-09-22,ABBOTINDIA,EQ,1512.3,1495.0,1510.0,1468.05,1470.0,1477.4,1490.62,1370.0,204214860000.0,105.0,1173.0,0.8562000000000001
2011-09-23,ABBOTINDIA,EQ,1477.4,1475.0,1499.95,1446.5,1448.0,1456.2,1465.9,846.0,124014900000.0,128.0,495.0,0.5851
2011-09-26,ABBOTINDIA,EQ,1456.2,1465.0,1469.1,1410.1,1426.0,1430.4,1428.13,877.0,125246930000.0,101.0,448.0,0.5108
2011-09-27,ABBOTINDIA,EQ,1430.4,1448.0,1460.0,1445.0,1445.0,1447.15,1449.7,578.0,83792375000.0,87.0,467.0,0.8079999999999999
2011-09-28,ABBOTINDIA,EQ,1447.15,1446.5,1449.0,1424.1,1424.1,1426.4,1434.64,351.0,50355700000.0,79.0,255.0,0.7265
2011-09-29,ABBOTINDIA,EQ,1426.4,1419.0,1438.0,1400.5,1429.0,1422.85,1420.18,1642.0,233193665000.0,118.0,1365.0,0.8312999999999999
2011-09-30,ABBOTINDIA,EQ,1422.85,1435.0,1447.0,1407.8,1412.1,1419.85,1435.92,6607.0,948711490000.0,150.0,6269.0,0.9488
2011-10-03,ABBOTINDIA,EQ,1419.85,1469.7,1469.7,1390.0,1420.0,1414.5,1418.04,2020.0,286443200000.0,148.0,1833.0,0.9074
2011-10-04,ABBOTINDIA,EQ,1414.5,1420.0,1490.0,1396.0,1445.85,1444.85,1442.52,3771.0,543974305000.0,531.0,2560.0,0.6789000000000001
2011-10-05,ABBOTINDIA,EQ,1444.85,1477.0,1477.0,1412.25,1444.0,1444.55,1439.35,2523.0,363148145000.0,223.0,2052.0,0.8133
2011-10-07,ABBOTINDIA,EQ,1444.55,1449.05,1450.75,1435.65,1450.0,1449.95,1449.89,5761.0,835282290000.0,113.0,5632.0,0.9776
2011-10-10,ABBOTINDIA,EQ,1449.95,1425.0,1464.5,1425.0,1447.0,1461.6,1453.23,1984.0,288320105000.0,106.0,1692.0,0.8528
2011-10-11,ABBOTINDIA,EQ,1461.6,1469.65,1469.65,1444.0,1444.0,1446.1,1452.38,230.0,33404750000.0,44.0,127.0,0.5522
2011-10-12,ABBOTINDIA,EQ,1446.1,1445.5,1468.0,1432.0,1465.0,1465.0,1462.07,1345.0,196648945000.0,127.0,1017.0,0.7561
2011-10-13,ABBOTINDIA,EQ,1465.0,1464.0,1464.0,1430.0,1450.0,1450.15,1444.65,1213.0,175236035000.0,228.0,686.0,0.5655
2011-10-14,ABBOTINDIA,EQ,1450.15,1451.0,1456.0,1441.0,1456.0,1448.7,1450.11,395.0,57279155000.00001,46.0,267.0,0.6759000000000001
2011-10-17,ABBOTINDIA,EQ,1448.7,1456.05,1460.0,1431.55,1439.85,1437.35,1449.82,942.0,136573135000.0,82.0,757.0,0.8036
2011-10-18,ABBOTINDIA,EQ,1437.35,1435.0,1469.0,1432.0,1469.0,1458.75,1447.18,1801.0,260637585000.0,126.0,1223.0,0.6790999999999999
2011-10-19,ABBOTINDIA,EQ,1458.75,1433.0,1479.0,1433.0,1469.0,1463.75,1456.64,808.0,117696155000.0,68.0,554.0,0.6856
2011-10-20,ABBOTINDIA,EQ,1463.75,1470.0,1505.0,1455.0,1459.9,1463.5,1479.86,1903.0,281617425000.0,268.0,754.0,0.3962
2011-10-21,ABBOTINDIA,EQ,1463.5,1473.75,1475.0,1425.0,1435.05,1439.95,1447.95,1379.0,199672600000.0,210.0,787.0,0.5707
2011-10-24,ABBOTINDIA,EQ,1439.95,1439.95,1474.95,1433.0,1440.0,1444.15,1446.28,743.0,107458450000.0,98.0,592.0,0.7968000000000001
2011-10-24,ABBOTINDIA,EQ,1439.95,1439.95,1474.95,1433.0,1440.0,1444.15,1446.28,743.0,107458450000.0,98.0,592.0,0.7968000000000001
2011-10-25,ABBOTINDIA,EQ,1444.15,1452.5,1452.5,1433.2,1448.0,1441.1,1444.13,207.0,29893485000.0,37.0,119.0,0.5749000000000001
2011-10-26,ABBOTINDIA,EQ,1441.1,1453.0,1454.95,1435.05,1450.0,1445.45,1446.93,262.0,37909515000.0,59.0,167.0,0.6374000000000001
2011-10-28,ABBOTINDIA,EQ,1445.45,1470.0,1470.0,1438.0,1438.0,1440.7,1443.99,1407.0,203168940000.0,130.0,1111.0,0.7896
2011-10-31,ABBOTINDIA,EQ,1440.7,1450.0,1461.85,1435.0,1459.2,1452.05,1445.4,1602.0,231553315000.0,153.0,1103.0,0.6885
2011-11-01,ABBOTINDIA,EQ,1452.05,1459.1,1459.1,1436.0,1458.0,1451.6,1443.85,1713.0,247330650000.0,108.0,1495.0,0.8727
2011-11-02,ABBOTINDIA,EQ,1451.6,1470.0,1524.7,1469.0,1478.25,1475.25,1477.87,1881.0,277986900000.0,191.0,1324.0,0.7039
2011-11-03,ABBOTINDIA,EQ,1475.25,1467.0,1509.0,1467.0,1502.9,1501.65,1500.73,3132.0,470028030000.0,419.0,2310.0,0.7375
2011-11-04,ABBOTINDIA,EQ,1501.65,1465.0,1535.0,1465.0,1535.0,1527.15,1511.63,3081.0,465732384999.9999,267.0,2621.0,0.8506999999999999
2011-11-08,ABBOTINDIA,EQ,1527.15,1526.55,1550.0,1519.95,1526.05,1531.1,1536.33,1737.0,266860295000.0,183.0,962.0,0.5538000000000001
2011-11-09,ABBOTINDIA,EQ,1531.1,1549.9,1549.9,1506.0,1530.0,1525.1,1525.15,2150.0,327907625000.0,155.0,1605.0,0.7465
2011-11-11,ABBOTINDIA,EQ,1525.1,1525.0,1575.0,1505.0,1525.0,1525.4,1525.14,21653.0,3302376360000.0,302.0,20650.0,0.9537
2011-11-14,ABBOTINDIA,EQ,1525.4,1530.0,1545.25,1510.0,1522.7,1516.75,1522.66,10506.0,1599710285000.0,248.0,10193.0,0.9702
2011-11-15,ABBOTINDIA,EQ,1516.75,1511.5,1528.1,1495.0,1520.0,1515.65,1503.79,2874.0,432188580000.0,192.0,2499.0,0.8695
2011-11-16,ABBOTINDIA,EQ,1515.65,1492.05,1510.0,1475.0,1509.0,1502.45,1497.02,2443.0,365720980000.0,206.0,1839.0,0.7528
2011-11-17,ABBOTINDIA,EQ,1502.45,1500.0,1514.0,1481.0,1505.0,1502.0,1504.91,1270.0,191123160000.0,148.0,920.0,0.7244
2011-11-18,ABBOTINDIA,EQ,1502.0,1490.0,1509.45,1473.0,1482.05,1484.0,1488.96,1967.0,292877660000.0,158.0,1422.0,0.7229000000000001
2011-11-21,ABBOTINDIA,EQ,1484.0,1475.0,1510.0,1475.0,1503.0,1500.75,1496.35,2636.0,394438005000.0,141.0,2308.0,0.8756
2011-11-22,ABBOTINDIA,EQ,1500.75,1486.0,1496.0,1486.0,1495.0,1493.95,1490.17,1635.0,243643050000.0,26.0,1531.0,0.9364
2011-11-23,ABBOTINDIA,EQ,1493.95,1475.0,1500.0,1458.95,1461.0,1460.8,1469.27,796.0,116953585000.0,109.0,448.0,0.5628000000000001
2011-11-24,ABBOTINDIA,EQ,1460.8,1444.0,1479.85,1402.05,1465.05,1473.55,1465.64,454.0,66540035000.0,76.0,325.0,0.7159000000000001
2011-11-25,ABBOTINDIA,EQ,1473.55,1444.4,1473.0,1441.0,1453.1,1460.05,1458.91,99.0,14443205000.0,33.0,64.0,0.6465000000000001
2011-11-28,ABBOTINDIA,EQ,1460.05,1470.0,1485.0,1450.0,1485.0,1480.65,1465.63,2565.0,375933900000.0,169.0,1690.0,0.6589
2011-11-29,ABBOTINDIA,EQ,1480.65,1475.0,1500.0,1465.25,1497.0,1495.4,1488.11,668.0,99405790000.0,98.0,426.0,0.6377
2011-11-30,ABBOTINDIA,EQ,1495.4,1505.0,1505.0,1461.0,1470.0,1466.15,1473.96,463.0,68244485000.0,173.0,344.0,0.743
2011-12-01,ABBOTINDIA,EQ,1466.15,1499.9,1499.9,1450.05,1455.7,1459.8,1475.35,255.0,37621440000.0,65.0,190.0,0.7451000000000001
2011-12-02,ABBOTINDIA,EQ,1459.8,1498.8,1498.8,1465.05,1467.0,1469.45,1471.07,214.0,31480955000.0,43.0,142.0,0.6636
2011-12-05,ABBOTINDIA,EQ,1469.45,1489.95,1489.95,1453.05,1478.0,1457.5,1467.52,454.0,66625550000.0,76.0,272.0,0.5991
2011-12-07,ABBOTINDIA,EQ,1457.5,1470.0,1499.95,1462.0,1478.05,1487.25,1479.09,5609.0,829618985000.0,159.0,5097.0,0.9087
2011-12-08,ABBOTINDIA,EQ,1487.25,1485.05,1485.05,1451.05,1461.0,1461.4,1464.65,393.0,57560600000.0,66.0,207.0,0.5267000000000001
2011-12-09,ABBOTINDIA,EQ,1461.4,1487.5,1487.5,1461.0,1475.0,1474.1,1475.12,995.0,146774590000.0,52.0,879.0,0.8834000000000001
2011-12-12,ABBOTINDIA,EQ,1474.1,1465.1,1490.0,1455.15,1483.85,1480.6,1480.19,1033.0,152904140000.0,245.0,913.0,0.8837999999999999
2011-12-13,ABBOTINDIA,EQ,1480.6,1460.95,1480.0,1451.05,1451.05,1453.5,1457.55,235.0,34252445000.0,47.0,174.0,0.7404000000000001
2011-12-14,ABBOTINDIA,EQ,1453.5,1477.0,1477.0,1435.0,1437.5,1439.8,1451.09,772.0,112023930000.0,112.0,502.0,0.6503
2011-12-15,ABBOTINDIA,EQ,1439.8,1431.0,1459.55,1400.0,1459.35,1450.85,1420.22,1997.0,283618105000.0,293.0,1495.0,0.7486
2011-12-16,ABBOTINDIA,EQ,1450.85,1436.0,1480.0,1425.05,1430.6,1449.9,1445.11,1032.0,149135120000.0,123.0,752.0,0.7287
2011-12-19,ABBOTINDIA,EQ,1449.9,1407.05,1448.7,1401.0,1401.0,1401.65,1408.63,491.0,69163745000.0,102.0,265.0,0.5397
2011-12-20,ABBOTINDIA,EQ,1401.65,1405.0,1458.9,1381.0,1450.0,1430.55,1405.15,2341.0,328946225000.0,301.0,1736.0,0.7415999999999999
2011-12-21,ABBOTINDIA,EQ,1430.55,1429.95,1471.0,1409.05,1470.0,1448.4,1435.38,951.0,136504850000.0,126.0,654.0,0.6877
2011-12-22,ABBOTINDIA,EQ,1448.4,1430.2,1477.95,1410.0,1440.0,1427.35,1427.39,553.0,78934880000.0,113.0,346.0,0.6257
2011-12-23,ABBOTINDIA,EQ,1427.35,1439.9,1465.0,1437.95,1463.0,1451.4,1449.06,528.0,76510440000.0,97.0,327.0,0.6193
2011-12-26,ABBOTINDIA,EQ,1451.4,1483.0,1483.0,1411.5,1432.0,1431.85,1448.78,388.0,56212715000.0,69.0,176.0,0.4536
2011-12-27,ABBOTINDIA,EQ,1431.85,1422.0,1452.95,1420.0,1420.0,1423.4,1428.97,349.0,49870905000.0,70.0,169.0,0.4842
2011-12-28,ABBOTINDIA,EQ,1423.4,1411.25,1457.0,1411.25,1439.0,1451.55,1449.53,2064.0,299183350000.0,244.0,1497.0,0.7253000000000001
2011-12-29,ABBOTINDIA,EQ,1451.55,1459.95,1463.0,1453.1,1461.0,1460.2,1460.09,1067.0,155791365000.0,163.0,833.0,0.7807
2011-12-30,ABBOTINDIA,EQ,1460.2,1440.55,1465.0,1405.0,1464.95,1460.9,1459.55,2376.0,346789030000.0,109.0,2207.0,0.9289
2012-01-02,ABBOTINDIA,EQ,1460.9,1442.0,1470.0,1442.0,1470.0,1467.25,1462.46,376.0,54988610000.0,35.0,345.0,0.9176
2012-01-03,ABBOTINDIA,EQ,1467.25,1440.05,1475.0,1440.05,1449.9,1450.7,1454.65,864.0,125681590000.0,84.0,669.0,0.7743000000000001
2012-01-04,ABBOTINDIA,EQ,1450.7,1479.0,1479.0,1441.05,1441.1,1446.2,1454.92,327.0,47575810000.0,64.0,140.0,0.4281
2012-01-05,ABBOTINDIA,EQ,1446.2,1468.95,1468.95,1440.05,1446.5,1445.35,1444.42,573.0,82765135000.0,42.0,465.0,0.8115000000000001
2012-01-06,ABBOTINDIA,EQ,1445.35,1475.0,1475.0,1440.0,1445.0,1445.0,1444.99,323.0,46673250000.0,31.0,316.0,0.9783
2012-01-07,ABBOTINDIA,EQ,1445.0,1465.0,1468.9,1450.0,1450.0,1450.0,1456.7,41.0,5972450000.0,8.0,16.0,0.3902
2012-01-09,ABBOTINDIA,EQ,1450.0,1452.0,1452.0,1430.0,1445.0,1445.75,1445.2,255.0,36852600000.0,45.0,197.0,0.7725
2012-01-10,ABBOTINDIA,EQ,1445.75,1404.4,1475.0,1391.2,1464.5,1460.95,1450.51,3940.0,571501595000.0,274.0,3434.0,0.8715999999999999
2012-01-11,ABBOTINDIA,EQ,1460.95,1432.0,1475.0,1432.0,1439.0,1446.75,1447.48,716.0,103639690000.0,84.0,576.0,0.8045
2012-01-12,ABBOTINDIA,EQ,1446.75,1442.0,1459.95,1442.0,1450.0,1446.85,1448.34,396.0,57354160000.0,41.0,313.0,0.7904000000000001
2012-01-13,ABBOTINDIA,EQ,1446.85,1432.15,1471.15,1425.05,1425.05,1431.15,1441.79,862.0,124282475000.0,87.0,468.0,0.5429
2012-01-16,ABBOTINDIA,EQ,1431.15,1430.0,1447.95,1420.0,1443.9,1439.8,1436.86,350.0,50290050000.0,71.0,251.0,0.7171
2012-01-17,ABBOTINDIA,EQ,1439.8,1430.0,1495.0,1430.0,1487.0,1483.15,1466.52,2445.0,358563335000.0,251.0,1911.0,0.7816
2012-01-18,ABBOTINDIA,EQ,1483.15,1483.0,1485.0,1470.0,1470.0,1477.45,1478.14,679.0,100365975000.0,69.0,504.0,0.7423000000000001
2012-01-19,ABBOTINDIA,EQ,1477.45,1454.15,1487.85,1454.15,1463.0,1479.3,1477.49,1185.0,175082795000.0,59.0,1017.0,0.8582
2012-01-20,ABBOTINDIA,EQ,1479.3,1489.95,1490.0,1471.05,1473.75,1478.65,1483.71,1922.0,285169755000.0,212.0,1562.0,0.8127
2012-01-23,ABBOTINDIA,EQ,1478.65,1489.8,1493.8,1468.0,1468.0,1478.25,1482.86,726.0,107655560000.0,95.0,578.0,0.7961
2012-01-24,ABBOTINDIA,EQ,1478.25,1493.95,1494.45,1463.0,1463.0,1469.6,1470.05,1075.0,158030785000.0,131.0,737.0,0.6856
2012-01-25,ABBOTINDIA,EQ,1469.6,1477.0,1483.95,1465.05,1483.95,1480.75,1478.54,967.0,142974530000.0,95.0,657.0,0.6794
2012-01-27,ABBOTINDIA,EQ,1480.75,1480.0,1489.95,1445.75,1455.0,1454.1,1461.1,2980.0,435407345000.0,248.0,2382.0,0.7993000000000001
2012-01-30,ABBOTINDIA,EQ,1454.1,1453.3,1469.45,1424.0,1424.0,1437.7,1446.8,1066.0,154229160000.0,124.0,850.0,0.7974
2012-01-31,ABBOTINDIA,EQ,1437.7,1473.0,1473.0,1440.0,1450.0,1466.35,1453.39,4360.0,633677810000.0,155.0,3874.0,0.8885
2012-02-01,ABBOTINDIA,EQ,1466.35,1469.3,1480.0,1455.15,1470.0,1476.65,1470.1,1364.0,200521315000.0,72.0,1269.0,0.9304
2012-02-02,ABBOTINDIA,EQ,1476.65,1470.0,1489.8,1461.25,1475.0,1478.2,1474.21,1809.0,266684800000.0,114.0,1413.0,0.7811
2012-02-03,ABBOTINDIA,EQ,1478.2,1470.0,1483.2,1453.0,1465.0,1466.5,1461.07,2195.0,320705425000.0,144.0,1943.0,0.8852
2012-02-06,ABBOTINDIA,EQ,1466.5,1446.95,1478.0,1402.4,1467.95,1460.25,1460.56,1839.0,268596600000.0,142.0,1322.0,0.7189
2012-02-07,ABBOTINDIA,EQ,1460.25,1470.0,1480.0,1460.0,1470.35,1475.65,1475.11,1118.0,164917365000.0,93.0,827.0,0.7397
2012-02-08,ABBOTINDIA,EQ,1475.65,1480.0,1509.0,1465.25,1500.0,1493.65,1486.5,1143.0,169907475000.0,90.0,1027.0,0.8985
2012-02-09,ABBOTINDIA,EQ,1493.65,1490.0,1510.0,1480.0,1500.0,1503.55,1499.21,1880.0,281851635000.0,155.0,1488.0,0.7915000000000001
2012-02-10,ABBOTINDIA,EQ,1503.55,1505.0,1510.0,1490.55,1499.95,1496.15,1500.27,442.0,66311855000.00001,53.0,337.0,0.7624
2012-02-13,ABBOTINDIA,EQ,1496.15,1499.9,1499.9,1480.0,1480.05,1486.45,1488.79,440.0,65506885000.0,77.0,303.0,0.6886
2012-02-14,ABBOTINDIA,EQ,1486.45,1466.95,1496.5,1466.0,1478.0,1485.0,1488.79,1354.0,201581615000.0,111.0,1208.0,0.8922
2012-02-15,ABBOTINDIA,EQ,1485.0,1499.0,1525.0,1470.5,1497.75,1490.2,1492.63,9534.0,1423072705000.0,707.0,7602.0,0.7974
2012-02-16,ABBOTINDIA,EQ,1490.2,1498.0,1498.0,1476.0,1483.95,1480.15,1488.46,2423.0,360654690000.0,177.0,1958.0,0.8081
2012-02-17,ABBOTINDIA,EQ,1480.15,1484.0,1509.0,1466.25,1491.05,1495.35,1496.35,26186.0,3918339495000.0,595.0,21652.0,0.8269
2012-02-21,ABBOTINDIA,EQ,1495.35,1509.0,1515.0,1460.0,1492.8,1487.7,1494.89,1873.0,279992610000.0,181.0,1507.0,0.8046
2012-02-22,ABBOTINDIA,EQ,1487.7,1492.4,1495.0,1472.15,1474.3,1474.95,1483.72,1578.0,234130790000.0,95.0,1394.0,0.8834000000000001
2012-02-23,ABBOTINDIA,EQ,1474.95,1470.0,1483.0,1460.0,1464.6,1474.3,1473.35,4546.0,669783850000.0,162.0,4254.0,0.9358
2012-02-24,ABBOTINDIA,EQ,1474.3,1469.95,1486.0,1452.0,1480.0,1475.35,1470.17,4721.0,694068735000.0,195.0,3654.0,0.774
2012-02-27,ABBOTINDIA,EQ,1475.35,1483.3,1483.3,1462.0,1471.0,1471.1,1470.51,1055.0,155139145000.0,145.0,825.0,0.782
2012-02-28,ABBOTINDIA,EQ,1471.1,1475.0,1484.0,1460.0,1465.0,1468.5,1468.69,2751.0,404037700000.0,324.0,1616.0,0.5874
2012-02-29,ABBOTINDIA,EQ,1468.5,1485.0,1564.9,1465.0,1529.0,1535.8,1525.0,12558.0,1915094005000.0,1600.0,6282.0,0.5002000000000001
2012-03-01,ABBOTINDIA,EQ,1535.8,1545.0,1545.0,1500.0,1510.0,1511.1,1511.67,3398.0,513666030000.0,354.0,2496.0,0.7345
2012-03-02,ABBOTINDIA,EQ,1511.1,1524.0,1530.0,1505.65,1514.0,1508.4,1517.19,2005.0,304197085000.0,227.0,1368.0,0.6823
2012-03-03,ABBOTINDIA,EQ,1508.4,1520.0,1550.0,1510.0,1525.0,1527.4,1532.95,1812.0,277770300000.0,221.0,755.0,0.4167
2012-03-05,ABBOTINDIA,EQ,1527.4,1525.0,1545.0,1490.0,1515.0,1509.85,1518.42,3274.0,497131409999.9999,331.0,2592.0,0.7917000000000001
2012-03-06,ABBOTINDIA,EQ,1509.85,1490.0,1604.9,1490.0,1575.0,1572.4,1562.33,8043.0,1256584970000.0,928.0,3237.0,0.4025
2012-03-07,ABBOTINDIA,EQ,1572.4,1555.0,1569.0,1530.0,1550.0,1543.15,1542.43,2061.0,317895685000.0,247.0,1445.0,0.7011000000000001
2012-03-09,ABBOTINDIA,EQ,1543.15,1549.0,1577.9,1535.05,1538.0,1539.65,1548.24,887.0,137328530000.0,143.0,627.0,0.7069
2012-03-12,ABBOTINDIA,EQ,1539.65,1535.0,1550.0,1517.3,1518.5,1521.85,1531.07,821.0,125700480000.0,116.0,504.0,0.6139
2012-03-13,ABBOTINDIA,EQ,1521.85,1548.85,1548.85,1517.0,1527.95,1525.95,1531.18,1417.0,216968645000.0,181.0,810.0,0.5716
2012-03-14,ABBOTINDIA,EQ,1525.95,1518.7,1578.0,1499.0,1560.0,1552.5,1540.89,4635.0,714203555000.0,517.0,2159.0,0.4658
2012-03-15,ABBOTINDIA,EQ,1552.5,1533.1,1549.0,1491.0,1491.0,1496.25,1511.08,5989.0,904986820000.0,580.0,4137.0,0.6908
2012-03-16,ABBOTINDIA,EQ,1496.25,1505.0,1528.0,1492.0,1496.0,1501.7,1510.16,412.0,62218619999.99999,86.0,222.0,0.5388000000000001
2012-03-19,ABBOTINDIA,EQ,1501.7,1493.0,1527.8,1493.0,1500.0,1502.6,1502.33,8055.0,1210124440000.0,112.0,7758.0,0.9631
2012-03-20,ABBOTINDIA,EQ,1502.6,1501.15,1519.75,1501.15,1504.0,1509.4,1511.31,514.0,77681120000.0,73.0,363.0,0.7062
2012-03-21,ABBOTINDIA,EQ,1509.4,1527.0,1527.0,1510.0,1515.1,1516.9,1517.85,570.0,86517585000.0,62.0,392.0,0.6877
2012-03-22,ABBOTINDIA,EQ,1516.9,1529.95,1529.95,1500.0,1501.0,1503.5,1511.79,569.0,86020705000.0,87.0,331.0,0.5817
2012-03-23,ABBOTINDIA,EQ,1503.5,1520.0,1524.95,1500.0,1500.0,1502.35,1505.86,648.0,97579690000.0,82.0,306.0,0.4722
2012-03-26,ABBOTINDIA,EQ,1502.35,1528.0,1530.0,1490.0,1490.0,1499.35,1507.1,981.0,147846305000.0,209.0,668.0,0.6809000000000001
2012-03-27,ABBOTINDIA,EQ,1499.35,1519.0,1519.0,1485.0,1490.6,1495.35,1496.97,1166.0,174546995000.0,223.0,708.0,0.6072
2012-03-28,ABBOTINDIA,EQ,1495.35,1509.95,1509.95,1495.0,1496.2,1503.2,1497.07,273.0,40869900000.0,40.0,228.0,0.8351999999999999
2012-03-29,ABBOTINDIA,EQ,1503.2,1506.0,1514.8,1496.2,1500.0,1502.5,1508.04,520.0,78418220000.0,102.0,405.0,0.7787999999999999
2012-03-30,ABBOTINDIA,EQ,1502.5,1515.2,1534.0,1505.05,1520.2,1528.2,1520.69,655.0,99604970000.0,127.0,301.0,0.4595
2012-04-02,ABBOTINDIA,EQ,1528.2,1533.0,1534.0,1512.6,1521.0,1520.95,1522.87,11514.0,1753435815000.0,135.0,11161.0,0.9693
2012-04-03,ABBOTINDIA,EQ,1520.95,1530.0,1548.0,1525.1,1526.5,1529.8,1533.74,1595.0,244631405000.0,180.0,1144.0,0.7172
2012-04-04,ABBOTINDIA,EQ,1529.8,1520.0,1600.0,1520.0,1577.0,1576.15,1576.17,5121.0,807157535000.0,613.0,3120.0,0.6093000000000001
2012-04-09,ABBOTINDIA,EQ,1576.15,1566.5,1591.95,1550.0,1565.0,1563.05,1576.86,786.0,123941220000.0,161.0,654.0,0.8321
2012-04-10,ABBOTINDIA,EQ,1563.05,1566.0,1608.85,1540.0,1584.0,1594.4,1584.03,1690.0,267700610000.0,271.0,951.0,0.5627000000000001
2012-04-11,ABBOTINDIA,EQ,1594.4,1593.0,1619.95,1593.0,1602.0,1606.6,1609.55,2583.0,415747605000.0,292.0,1683.0,0.6516
2012-04-12,ABBOTINDIA,EQ,1606.6,1610.0,1654.0,1595.05,1622.0,1635.15,1640.44,10146.0,1664390365000.0,800.0,6216.0,0.6127
2012-04-13,ABBOTINDIA,EQ,1635.15,1665.0,1768.0,1652.0,1713.05,1712.0,1727.88,19800.0,3421206350000.0,2366.0,6378.0,0.3221
2012-04-16,ABBOTINDIA,EQ,1712.0,1789.0,1789.0,1713.0,1730.0,1719.55,1736.6,5133.0,891397860000.0,653.0,2167.0,0.4222
2012-04-17,ABBOTINDIA,EQ,1719.55,1730.1,1756.95,1715.55,1750.0,1732.15,1737.65,4197.0,729291125000.0,787.0,2716.0,0.6470999999999999
2012-04-18,ABBOTINDIA,EQ,1732.15,1725.1,1749.0,1715.65,1729.95,1722.35,1731.41,1332.0,230623925000.0,290.0,875.0,0.6569
2012-04-19,ABBOTINDIA,EQ,1722.35,1703.3,1767.0,1703.3,1755.05,1758.25,1753.31,8649.0,1516439475000.0,915.0,5542.0,0.6408
2012-04-20,ABBOTINDIA,EQ,1758.25,1763.5,1765.0,1710.0,1720.0,1725.25,1741.64,2340.0,407543940000.0,408.0,1293.0,0.5526
2012-04-23,ABBOTINDIA,EQ,1725.25,1744.9,1750.05,1702.0,1708.0,1708.75,1733.01,3229.0,559587455000.0,467.0,1615.0,0.5002000000000001
2012-04-24,ABBOTINDIA,EQ,1708.75,1705.05,1732.0,1681.0,1682.2,1683.95,1690.86,1608.0,271890085000.0,255.0,1138.0,0.7077
2012-04-25,ABBOTINDIA,EQ,1683.95,1675.05,1695.1,1635.1,1638.65,1642.7,1662.26,1759.0,292390765000.0,273.0,943.0,0.5361
2012-04-26,ABBOTINDIA,EQ,1642.7,1630.1,1655.0,1616.0,1655.0,1649.8,1636.05,2301.0,376455025000.0,292.0,1336.0,0.5806
2012-04-27,ABBOTINDIA,EQ,1649.8,1629.5,1658.9,1611.1,1653.75,1647.3,1639.2,2222.0,364231165000.0,270.0,1472.0,0.6625
2012-04-28,ABBOTINDIA,EQ,1647.3,1654.0,1657.9,1619.0,1621.0,1633.75,1638.81,297.0,48672790000.0,44.0,185.0,0.6229
2012-04-30,ABBOTINDIA,EQ,1633.75,1637.0,1645.0,1620.0,1622.6,1626.5,1631.14,1939.0,316277865000.0,308.0,1211.0,0.6245
